inventory_id,set_num,quantity
10227,6526-1,1
10227,6679-1,1
10229,4695-1,1
10229,4750-1,1
10229,4751-1,1
10235,7507-1,1
10259,9471-1,1
10259,9474-1,1
10265,8512-1,1
10265,8514-1,1
10267,9615-1,1
10267,9630-1,1
10273,3302-1,1
10273,3303-1,1
10273,3305-1,2
10273,3306-1,1
10273,3317-1,2
10318,4601-1,1
10318,4605-1,1
10318,4609-1,1
10391,6336-1,1
10391,6516-1,1
10391,6614-1,1
10405,7422-1,1
10405,7423-1,1
10405,7424-1,1
10406,1740-1,1
10406,1741-1,1
10406,1742-1,1
10421,5969-1,1
10421,5970-1,1
10421,5971-1,1
10421,5972-1,1
10421,5973-1,1
10421,5974-1,1
10421,8399-1,1
10421,8400-1,1
10435,7235-1,1
10435,7245-1,1
10435,7743-1,1
10481,5836-1,1
10481,5837-1,1
10481,5838-1,1
10481,5850-1,1
10515,2882-1,1
10515,2884-1,1
10515,2886-1,1
10515,6407-1,1
10561,9488-1,1
10561,9489-1,1
10645,7133-1,1
10645,7143-1,1
10645,7146-1,1
10645,7153-1,1
10656,7736-1,1
10656,7737-1,1
10656,7738-1,1
10676,7913-1,1
10676,7914-1,1
10676,7957-1,1
10690,8580-1,2
10779,8614-1,1
10779,8615-1,1
10790,3731-1,2
10795,5370a-1,1
10795,5370b-1,1
10799,10176-1,1
10799,F6316-1,1
10806,8200-1,1
10806,8201-1,1
10806,8206-1,1
10837,1498-1,1
10837,1499-1,1
10850,8588-1,1
10850,8589-1,1
10850,8592-1,1
10921,4612-1,1
10921,4613-1,1
10921,4614-1,1
10976,9798-1,1
10976,9833-1,1
10993,1875-1,1
10993,1876-1,1
10993,1877-1,1
10995,1380-1,1
10995,1381-1,1
10995,1382-1,1
10995,1383-1,1
10997,5529-1,1
10997,6131-1,1
11043,8593-1,1
11043,8596-1,1
11050,7009-1,1
11050,7090-1,1
11050,7091-1,1
11050,7092-1,1
11050,7093-1,1
11050,7094-1,1
11053,70409-1,1
11053,70411-1,1
11075,9628-1,1
11075,9632-1,1
11115,4192-1,1
11115,4193-1,1
11116,8683-1,1
11116,8683-10,1
11116,8683-11,1
11116,8683-12,1
11116,8683-13,1
11116,8683-14,1
11116,8683-15,1
11116,8683-16,1
11116,8683-2,1
11116,8683-3,1
11116,8683-4,1
11116,8683-5,1
11116,8683-6,1
11116,8683-7,1
11116,8683-8,1
11116,8683-9,1
11143,71000-0,60
11175,1702-1,1
11175,1704-1,1
11190,71002-1,1
11190,71002-10,1
11190,71002-11,1
11190,71002-12,1
11190,71002-13,1
11190,71002-14,1
11190,71002-15,1
11190,71002-16,1
11190,71002-2,1
11190,71002-3,1
11190,71002-4,1
11190,71002-5,1
11190,71002-6,1
11190,71002-7,1
11190,71002-8,1
11190,71002-9,1
11194,8799-1,1
11194,8800-1,1
11253,4915-1,1
11253,4916-1,1
11253,4917-1,1
11253,4918-1,1
11269,8511-1,1
11269,8512-1,1
11269,8514-1,1
11304,7467-1,1
11304,7470-1,1
11304,7471-1,1
11325,3741-1,1
11325,3742-1,1
11325,3746-1,1
11344,4481-1,1
11344,4482-1,1
11344,7163-1,1
11380,8805-1,1
11380,8805-10,1
11380,8805-11,1
11380,8805-12,1
11380,8805-13,1
11380,8805-14,1
11380,8805-15,1
11380,8805-16,1
11380,8805-2,1
11380,8805-3,1
11380,8805-4,1
11380,8805-5,1
11380,8805-6,1
11380,8805-7,1
11380,8805-8,1
11380,8805-9,1
11384,3741-1,1
11384,3744-1,1
11418,1417-2,1
11436,8362-1,1
11436,8389-1,1
11476,8531-1,1
11476,8532-1,1
11476,8533-1,1
11476,8534-1,1
11476,8535-1,1
11476,8536-1,1
11476,8540-1,1
11476,8541-1,1
11476,8542-1,1
11491,7235-2,1
11491,7279-1,1
11491,7286-1,1
11491,7741-1,1
11550,8944-1,1
11550,8945-1,1
11550,8946-1,1
11550,8947-1,1
11550,8948-1,1
11550,8949-1,1
11551,8755-1,1
11551,8756-1,1
11551,8761-1,1
11554,6966-1,1
11554,7252-1,1
11554,7259-1,1
11605,8049-1,1
11605,8259-1,1
11605,8260-1,1
11605,8293-1,1
11608,4051-1,1
11608,4052-1,1
11608,4053-1,1
11759,60050-1,1
11759,60052-1,1
11759,7499-1,1
11759,7895-1,1
11767,6825-1,1
11767,6847-1,1
11767,6848-2,1
11784,71009-0,60
11786,7877-1,1
11786,7913-1,1
11786,7929-1,1
11855,7770-1,1
11855,7771-1,1
11855,7772-1,1
11855,7773-1,1
11855,7774-1,1
11855,7775-1,1
11855,7776-1,1
11861,7238-1,1
11861,7239-1,1
11861,7240-1,1
11861,7241-1,1
11879,7101-1,1
11879,7111-1,1
11879,7131-1,1
11935,7630-1,1
11935,7631-1,1
11935,7633-1,1
11935,7685-1,1
11966,344-1,1
11966,346-2,1
11966,347-1,1
11966,603-3,1
12000,2878-1,1
12068,8509-1,1
12068,8510-1,1
12068,8513-1,1
12110,7235-2,1
12110,7236-2,1
12110,7741-1,1
12110,7744-1,1
12113,8588-1,1
12113,8589-1,1
12113,8592-1,1
12121,10068-1,1
12121,10069-1,1
12121,10070-1,1
12121,10079-1,1
12121,10080-1,1
12137,1286-1,1
12137,1287-1,1
12137,1288-1,1
12137,1289-1,1
12146,1088-1,1
12146,1098-1,1
12146,6572-1,1
12193,4582-1,1
12193,4584-1,1
12222,75028-1,1
12222,75029-1,1
12222,75030-1,1
12273,3740-1,1
12273,3747-1,1
12307,7667-1,1
12307,7668-1,1
12307,8017-1,1
12322,41545-1,1
12322,41546-1,1
12322,41547-1,1
12344,8833-0,60
12346,8370-1,1
12346,8371-1,1
12437,8803-1,1
12437,8803-10,1
12437,8803-11,1
12437,8803-12,1
12437,8803-13,1
12437,8803-14,1
12437,8803-15,1
12437,8803-16,1
12437,8803-2,1
12437,8803-3,1
12437,8803-4,1
12437,8803-5,1
12437,8803-6,1
12437,8803-7,1
12437,8803-8,1
12437,8803-9,1
12445,8956-1,1
12445,8957-1,1
12445,8958-1,1
12445,8959-1,1
12445,8960-1,1
12445,8961-1,1
12465,1871-1,1
12465,1872-1,1
12465,1873-1,1
12590,5573-1,1
12590,5576-1,1
12669,7111-1,1
12669,7121-1,1
12692,9847-1,1
12748,75031-1,1
12748,75032-1,1
12748,75033-1,1
12759,7101-1,1
12759,7111-1,1
12759,7171-1,1
12789,2585-1,1
12813,75015-1,1
12813,75035-1,1
12813,75043-1,1
12830,8784-1,1
12830,8785-1,1
12836,4108-1,1
12836,4109-1,2
12836,4110-1,1
12836,4111-1,1
12856,1417-1,1
12856,1418-1,1
12856,1419-1,1
12856,1420-1,1
12907,6719-1,1
12907,6720-1,1
12907,6721-1,1
12907,6722-1,1
12955,7130-1,1
12955,7150-1,1
12999,3302-1,1
12999,3303-1,1
12999,3304-1,2
12999,3305-1,2
12999,3306-1,1
13073,6762-1,1
13073,6763-1,1
13073,6764-1,1
13083,10020-1,2
13083,10022-1,3
13083,10025-1,2
13141,8733-1,1
13141,8734-1,1
13141,8764-1,1
13153,3741-1,1
13153,3747-1,1
13224,20004-1,1
13238,8560-1,1
13238,8561-1,1
13238,8562-1,1
13254,8259-1,1
13254,8290-1,1
13254,8293-1,1
13254,8294-1,1
13269,7142-1,1
13269,7152-1,1
13286,7110-1,1
13286,7144-1,1
13355,7235-1,1
13355,7236-1,1
13355,7245-1,1
13355,7890-1,1
13355,7902-1,1
13355,7903-1,1
13370,7891-1,1
13370,7893-1,1
13370,7894-1,1
13370,7901-1,1
13380,1246-1,1
13380,1247-1,1
13380,1248-1,1
13380,1249-1,1
13380,1250-1,1
13380,1251-1,1
13398,7890-1,1
13398,7892-1,1
13398,7902-1,1
13398,7903-1,1
13412,4415-1,1
13412,4416-1,1
13412,4417-1,1
13412,4418-1,1
13423,8583-1,1
13423,8584-1,1
13427,6611-1,1
13427,6628-1,1
13427,6629-1,1
13447,8827-0,60
13450,7467-1,1
13450,7468-1,1
13450,7469-1,1
13450,7470-1,1
13450,7471-1,1
13480,71002-0,60
13538,8727-1,1
13538,8728-1,1
13538,8729-1,1
13538,8730-1,1
13538,8731-1,1
13538,8732-1,1
13576,8509-1,1
13576,8510-1,1
13576,8511-1,1
13576,8512-1,1
13576,8513-1,1
13576,8514-1,1
13603,8683-0,60
13617,7620-1,1
13617,7621-1,1
13617,7622-1,1
13617,7623-1,1
13661,7895-1,1
13661,7896-1,2
13696,7241-1,1
13696,7246-1,1
13883,4492-1,1
13883,4494-1,1
13883,7256-1,1
13906,8922-1,1
13906,8923-1,1
13906,8924-1,1
13907,8602-1,1
13907,8603-1,1
13907,8606-1,1
13917,10013-1,1
13917,10017-1,1
13917,10153-1,1
13917,3741-1,1
13917,3742-1,1
13917,3743-1,1
13917,4515-2,1
13917,4520-2,2
13917,4548-1,1
13941,10001-1,1
13941,10002-1,1
13960,8900-1,1
13960,8901-1,1
13960,8902-1,1
13960,8903-1,1
13960,8904-1,1
13960,8905-1,1
13992,71007-0,60
14011,4436-1,1
14011,7235-2,1
14011,7279-1,1
14011,7498-1,1
14079,1274-1,1
14079,1275-1,1
14079,1276-1,1
14079,1277-1,1
14096,2258-1,1
14096,2259-1,1
14096,2519-1,1
14127,8667-1,1
14127,8670-1,1
14152,6216-1,1
14152,6293-1,1
14154,7895-1,1
14154,7896-1,1
14154,7937-1,1
14154,7939-1,1
14174,1990-1,1
14174,1991-1,1
14174,1992-1,1
14198,1431-1,1
14198,8588-1,1
14198,8589-1,1
14198,8592-1,1
14222,10121-1,2
14222,3433-1,1
14233,7654-1,1
14233,7670-1,1
14247,7803-1,4
14247,7808-1,4
14248,7914-1,1
14248,9488-1,1
14248,9491-1,1
14276,8007-1,1
14276,8009-1,1
14277,3403-1,1
14277,3418-1,1
14277,3419-1,1
14280,8733-1,1
14280,8734-1,1
14280,8764-1,1
14297,8509-1,1
14297,8511-1,1
14297,8512-1,1
14297,8513-1,1
14328,7895-1,1
14328,7896-1,1
14328,7898-1,1
14328,7997-1,1
14390,6452-1,1
14390,6458-1,1
14390,6465-1,1
14418,2878-1,1
14426,5000062-1,1
14442,71011-1,1
14442,71011-10,1
14442,71011-11,1
14442,71011-12,1
14442,71011-13,1
14442,71011-14,1
14442,71011-15,1
14442,71011-16,1
14442,71011-2,1
14442,71011-3,1
14442,71011-4,1
14442,71011-5,1
14442,71011-6,1
14442,71011-7,1
14442,71011-8,1
14442,71011-9,1
14465,8383-1,1
14465,8385-1,1
14493,6633-1,1
14493,6653-1,1
14493,6656-1,1
14495,7749-1,1
14495,8083-1,1
14495,8089-1,1
14498,851097,1
14498,8736-1,1
14498,8738-1,1
14498,8740-1,1
14508,71011-0,60
14524,8550-1,1
14524,8553-1,1
14524,8554-1,1
14524,8562-1,1
14568,8201-1,1
14568,9478-1,1
14568,9485-1,1
14711,2535-1,1
14711,2536-1,1
14711,2537-1,1
14711,2538-1,1
14711,2539-1,1
14711,2540-1,1
14711,2541-1,1
14711,2542-1,1
14711,2543-1,1
14711,2544-1,1
14790,851441,1
14790,8742-1,1
14790,8756-1,1
14812,10024-1,1
14812,10124-1,1
14812,3451-1,1
14822,4475-1,1
14822,4476-1,1
14822,4480-1,1
14849,3302-1,1
14849,3303-1,1
14849,3305-1,2
14849,3306-1,1
14849,3318-1,2
14919,2882-1,1
14919,2884-1,1
14919,2886-1,1
14919,6407-1,1
14921,4600-1,1
14921,4604-1,1
14921,4608-1,1
14921,4611-1,1
14931,7895-1,1
14931,7896-1,1
14931,7898-1,1
14931,7997-1,1
14942,3740-1,1
14942,3742-1,1
14942,3747-1,1
14954,7409-1,1
14954,7412-1,1
14954,7415-1,1
14954,7417-1,1
14997,8805-0,60
14999,8647-1,1
14999,8648-1,1
15010,3000-1,1
15010,3001-1,1
15010,3003-1,1
15010,3005-1,1
15019,7200-1,1
15019,7201-1,1
15019,7203-1,1
15019,7204-1,1
15033,1620-1,1
15033,1621-1,1
15060,8685-1,1
15060,8686-1,1
15060,8687-1,1
15060,8691-1,1
15060,8692-1,1
15060,8693-1,1
15080,4016-1,1
15080,4017-1,1
15080,4018-1,1
15080,4019-1,1
15164,4515-1,2
15164,4519-1,1
15164,4520-1,2
15164,4531-1,1
15192,7239-1,1
15192,7245-1,1
15192,7638-1,1
15192,8401-1,1
15224,2192-1,1
15224,2193-1,1
15224,2194-1,1
15224,2235-1,1
15238,20201-1,1
15238,20202-1,1
15238,20203-1,1
15238,20204-1,1
15238,20205-1,1
15260,4186868-1,1
15260,4186875-1,1
15260,4186876-1,1
15304,8688-1,1
15304,8689-1,1
15304,8690-1,1
15304,8694-1,1
15304,8695-1,1
15304,8696-1,1
15449,2878-1,1
15519,6205-1,1
15519,7252-1,1
15519,7256-1,1
15560,1188-1,1
15560,1189-1,1
15560,1190-1,1
15560,1191-1,1
15594,8509-1,1
15594,8510-1,1
15594,8511-1,1
15594,8512-1,1
15594,8513-1,1
15594,8514-1,1
15631,41527-1,1
15631,41528-1,1
15631,41529-1,1
15694,7238-1,1
15694,7239-1,1
15694,7241-1,1
15694,7942-1,1
15694,7945-1,1
15718,7131-1,1
15718,7151-1,1
15733,8755-1,1
15733,8756-1,1
15733,8761-1,1
15744,8111-1,1
15744,8112-1,1
15744,8113-1,1
15744,8114-1,1
15744,8115-1,1
15776,8736-1,1
15776,8737-1,1
15776,8738-1,1
15776,8739-1,1
15776,8740-1,1
15776,8741-1,1
15951,4816-1,1
15951,4817-1,1
15951,4818-1,1
15951,4819-1,1
15955,7770-1,1
15955,7771-1,1
15955,7772-1,1
15955,7773-1,1
15955,7774-1,1
15955,7775-1,1
15973,10068-1,1
15973,10069-1,1
15973,10070-1,1
15980,7246-1,1
15980,7248-1,1
15980,7905-1,1
15980,7990-1,1
15990,llca21-1,1
15990,llca22-1,1
15990,llca23-1,1
16023,7733-1,1
16023,7734-1,1
16023,7992-1,1
16029,6581-1,1
16029,6596-1,1
16034,7731-1,1
16034,7732-1,1
16034,7733-1,1
16034,7734-1,1
16070,322-1,1
16102,8057-1,1
16102,8058-1,1
16102,8059-1,1
16102,8080-1,1
16117,8621-1,1
16117,8622-1,1
16117,8623-1,1
16126,8550-1,1
16126,8551-1,1
16126,8552-1,1
16126,8553-1,1
16126,8554-1,1
16126,8555-1,1
16126,8560-1,1
16126,8561-1,1
16126,8562-1,1
16126,8563-1,1
16126,8564-1,1
16126,8565-1,1
16127,10024-1,1
16127,3451-1,1
16131,1496-1,1
16131,1497-1,1
16138,3074-1,1
16138,3075-1,1
16138,3076-1,1
16138,3077-1,1
16150,3885-2,1
16159,5969-1,1
16159,5970-1,1
16159,5972-1,1
16159,5973-1,1
16159,8400-1,1
16180,9469-1,1
16180,9470-1,1
16180,9471-1,1
16180,9472-1,1
16180,9473-1,1
16180,9474-1,1
16180,9476-1,1
16210,1790-1,1
16210,1791-1,1
16210,1792-1,1
16226,3741-1,1
16226,3743-1,1
16254,6235-1,1
16254,6245-1,1
16319,20201-1,1
16319,20202-1,1
16337,8083-1,1
16337,8084-1,1
16337,8092-1,1
16371,4855-1,1
16371,4856-1,1
16371,4857-1,1
16423,71013-1,1
16423,71013-10,1
16423,71013-11,1
16423,71013-12,1
16423,71013-13,1
16423,71013-14,1
16423,71013-15,1
16423,71013-16,1
16423,71013-2,1
16423,71013-3,1
16423,71013-4,1
16423,71013-5,1
16423,71013-6,1
16423,71013-7,1
16423,71013-8,1
16423,71013-9,1
16460,71012-1,1
16460,71012-10,1
16460,71012-11,1
16460,71012-12,1
16460,71012-13,1
16460,71012-14,1
16460,71012-15,1
16460,71012-16,1
16460,71012-17,1
16460,71012-18,1
16460,71012-2,1
16460,71012-3,1
16460,71012-4,1
16460,71012-5,1
16460,71012-6,1
16460,71012-7,1
16460,71012-8,1
16460,71012-9,1
16593,71014-1,1
16593,71014-10,1
16593,71014-11,1
16593,71014-12,1
16593,71014-13,1
16593,71014-14,1
16593,71014-15,1
16593,71014-16,1
16593,71014-2,1
16593,71014-3,1
16593,71014-4,1
16593,71014-5,1
16593,71014-6,1
16593,71014-7,1
16593,71014-8,1
16593,71014-9,1
16594,71017-1,1
16594,71017-10,1
16594,71017-11,1
16594,71017-12,1
16594,71017-13,1
16594,71017-14,1
16594,71017-15,1
16594,71017-16,1
16594,71017-17,1
16594,71017-18,1
16594,71017-19,1
16594,71017-2,1
16594,71017-20,2
16594,71017-3,1
16594,71017-4,1
16594,71017-5,1
16594,71017-6,1
16594,71017-7,1
16594,71017-8,1
16594,71017-9,1
18701,71018-1,1
18701,71018-10,1
18701,71018-11,1
18701,71018-12,1
18701,71018-13,1
18701,71018-14,1
18701,71018-15,1
18701,71018-16,1
18701,71018-2,1
18701,71018-3,1
18701,71018-4,1
18701,71018-5,1
18701,71018-6,1
18701,71018-7,1
18701,71018-8,1
18701,71018-9,1
20344,41305-1,1
20344,41306-1,1
20344,41307-1,1
20344,41308-1,1
20344,41309-1,1
20976,60136-1,1
20976,60137-1,1
20976,60138-1,1
21129,70900-1,1
21129,70903-1,1
21131,75164-1,1
21131,75165-1,1
21160,60100-1,1
21160,60106-1,1
21160,60136-1,1
21160,60157-1,1
21160,60163-1,1
21161,75166-1,1
21161,75167-1,1
21162,60073-1,1
21162,60074-1,1
21162,60076-1,1
21163,60090-1,1
21163,60091-1,1
21163,60092-1,1
21163,60093-1,1
21164,41110-1,1
21164,41111-1,1
21164,41112-1,1
21170,41110-1,1
21170,41116-1,1
21170,41119-1,1
21171,60121-1,1
21171,60122-1,1
21171,60123-1,1
21173,60105-1,1
21173,60106-1,1
21173,60107-1,1
21174,75125-1,1
21174,75127-1,1
21174,75130-1,1
21175,41091-1,1
21175,41095-1,1
21175,41103-1,1
21323,10506-1,1
21323,10507-1,1
21323,10522-1,1
21324,10506-1,1
21324,10508-1,1
21324,10601-1,1
21393,10521-1,1
21393,10522-1,1
21393,10525-1,1
21394,75073-1,1
21394,75074-1,1
21394,75077-1,1
21395,75072-1,1
21395,75075-1,1
21395,75076-1,1
21396,60001-1,1
21396,60011-1,1
21396,60043-1,1
21397,41026-1,1
21397,41027-1,1
21397,41029-1,1
21399,60000-1,1
21399,60001-1,1
21399,60003-1,1
21399,60010-1,1
21401,41004-1,1
21401,41005-1,1
21401,41013-1,1
21402,75002-1,1
21402,75004-1,1
21402,75012-1,1
21403,44000-1,1
21403,44001-1,1
21404,75015-1,1
21404,75016-1,1
21404,75019-1,1
21405,70005-1,1
21405,70009-1,1
21406,60003-1,1
21406,60007-1,1
21406,60013-1,1
21407,44010-1,1
21407,44011-1,1
21408,44008-1,1
21408,44009-1,1
21409,44001-1,1
21409,44004-1,1
21409,44007-1,1
21410,44001-1,1
21410,44006-1,1
21410,44007-1,1
21411,44001-1,1
21411,44003-1,1
21411,44007-1,1
21412,44012-1,1
21412,44013-1,1
21413,41017-1,1
21413,41018-1,1
21413,41019-1,1
21413,41020-1,1
21413,41021-1,1
21413,41022-1,1
21413,41023-1,1
21413,41024-1,1
21413,41025-1,1
21414,70200-1,1
21414,70201-1,1
21415,70202-1,1
21415,70205-1,1
21416,70203-1,1
21416,70204-1,1
21428,5679-1,1
21428,5680-1,1
21428,5681-1,1
21430,2063-1,1
21430,2142-1,1
21431,2068-1,1
21431,2141-1,1
21432,5643-1,1
21432,5644-1,1
21432,5645-1,1
21432,5646-1,1
21601,71020-0,60
23231,71021-1,1
23231,71021-10,1
23231,71021-11,1
23231,71021-12,1
23231,71021-13,1
23231,71021-14,1
23231,71021-15,1
23231,71021-16,1
23231,71021-17,1
23231,71021-2,1
23231,71021-3,1
23231,71021-4,1
23231,71021-5,1
23231,71021-6,1
23231,71021-7,1
23231,71021-8,1
23231,71021-9,1
23232,71021-0,60
23385,10706-1,1
23385,10707-1,1
23385,10708-1,1
23385,10709-1,1
24377,451-1,1
24377,452-2,1
24377,453-2,1
24377,454-2,1
24377,455-2,1
24377,456-2,1
24377,457-1,1
24377,458-1,1
24377,459-1,1
24377,460-2,1
24732,001-1,1
24732,285-1,1
24920,7331-1,1
24920,7332-1,1
24921,3274-1,1
24921,3278-1,1
24921,3281-1,1
24922,3272-1,1
24922,3273-1,1
24922,3278-1,1
24922,3279-1,1
24922,3281-1,1
24922,3282-1,1
24922,3283-1,1
24923,3279-1,1
24923,3281-1,1
24923,3283-1,1
24973,3774-1,1
24973,5554-1,1
25007,2735-1,3
25007,5552-1,1
25007,5556-1,1
25510,41775-1,1
25510,41775-10,1
25510,41775-11,1
25510,41775-12,1
25510,41775-2,1
25510,41775-3,1
25510,41775-4,1
25510,41775-5,1
25510,41775-6,1
25510,41775-7,1
25510,41775-8,1
25510,41775-9,1
25511,41775-0,60
25699,4976-1,1
25699,4987-1,1
25699,4988-1,1
25700,4976-1,1
25700,4986-1,1
25700,4987-1,1
25701,2734-1,1
25701,3774-1,1
25701,5608-1,1
25702,2734-1,1
25702,3774-1,1
25702,5608-1,1
25703,3300-1,1
25703,3301-1,1
25703,3352-1,1
25703,3354-1,1
25703,5552-1,1
25703,5554-1,1
25703,5555-1,1
25703,5556-1,1
25704,3300-1,1
25704,3301-1,1
25704,5552-1,1
25704,5554-1,1
25704,5555-1,1
25704,5556-1,1
26185,71019-1,1
26185,71019-10,1
26185,71019-11,1
26185,71019-12,1
26185,71019-13,1
26185,71019-14,1
26185,71019-15,1
26185,71019-16,1
26185,71019-17,1
26185,71019-18,1
26185,71019-19,1
26185,71019-2,1
26185,71019-20,1
26185,71019-3,1
26185,71019-4,1
26185,71019-5,1
26185,71019-6,1
26185,71019-7,1
26185,71019-8,1
26185,71019-9,1
26188,71020-1,1
26188,71020-10,1
26188,71020-11,1
26188,71020-12,1
26188,71020-13,1
26188,71020-14,1
26188,71020-15,1
26188,71020-16,1
26188,71020-17,1
26188,71020-18,1
26188,71020-19,1
26188,71020-2,1
26188,71020-20,1
26188,71020-3,1
26188,71020-4,1
26188,71020-5,1
26188,71020-6,1
26188,71020-7,1
26188,71020-8,1
26188,71020-9,1
26232,10605-1,1
26232,10606-1,1
26236,5606-1,1
26236,5633-1,1
26236,5634-1,1
26237,4962-1,1
26237,4972-1,1
26237,5632-1,1
26237,5635-1,1
26238,4962-1,1
26238,6172-1,1
26238,6173-1,1
26306,5645-1,1
26306,5647-1,1
26306,5649-1,1
26307,5644-1,1
26307,5646-1,1
26307,5649-1,1
26308,4683-1,1
26308,4969-1,1
26308,4973-1,1
26308,4975-1,1
26309,4665-1,1
26309,4687-1,1
26309,4975-1,1
26437,4963-1,1
26437,4979-1,1
26437,5602-1,1
26724,71022-1,1
26724,71022-10,1
26724,71022-11,1
26724,71022-12,1
26724,71022-13,1
26724,71022-14,1
26724,71022-15,1
26724,71022-16,1
26724,71022-17,1
26724,71022-18,1
26724,71022-19,1
26724,71022-2,1
26724,71022-20,1
26724,71022-21,1
26724,71022-22,1
26724,71022-3,1
26724,71022-4,1
26724,71022-5,1
26724,71022-6,1
26724,71022-7,1
26724,71022-8,1
26724,71022-9,1
26853,10581-1,1
26853,10582-1,1
26853,10584-1,1
27003,1503-1,1
27003,1504-2,1
27588,5514-1,1
27588,5536-1,1
27630,5002887-2,1
27630,5002888-2,1
27646,5509-1,1
27646,6130-1,1
27647,5572-1,1
27647,5575-1,1
27742,11910-1,1
27927,5572-1,1
27927,5575-1,1
28285,5572-1,1
28285,5575-1,1
28639,60053-1,1
28639,60055-1,1
28639,60060-1,1
28642,75109-1,1
28642,75112-1,1
28643,75110-1,1
28643,75111-1,1
29100,45009-1,1
29100,45010-1,1
29100,45018-1,1
29100,45019-1,1
29109,2242-1,1
29109,5492-1,1
29163,45000-1,1
29163,45001-1,1
29163,45011-1,1
29163,9090-1,1
29164,45006-1,1
29164,45010-1,1
29164,45021-1,1
29165,2751-2,3
29165,2751-3,3
29165,2751-4,3
29165,2751-5,3
29216,45007-1,1
29216,45012-1,1
29216,9090-1,1
29217,9656-1,1
30235,45002-1,1
30235,45006-1,1
30235,45010-1,1
30236,45000-1,1
30236,45001-1,1
30236,45011-1,1
30236,9090-1,1
30237,45000-1,1
30237,9090-1,1
30238,9027-1,1
30238,9071-1,1
30238,9076-1,1
30238,9230-1,1
30239,45000-1,1
30239,45080-1,1
30239,9090-1,1
30243,9656-1,1
30244,9656-1,1
30510,70135-1,1
30510,70141-1,2
30510,70142-1,1
30510,70143-1,1
30510,70144-1,1
30510,70145-1,2
30510,70146-1,1
30510,70147-1,1
30510,70220-1,1
30510,70221-1,1
30510,70222-1,1
30510,70223-1,1
30510,70224-1,1
30510,70225-1,1
30510,70226-1,1
30510,70227-1,1
30510,70228-1,1
30510,70229-1,2
30510,70230-1,2
30510,70231-1,1
30510,70232-1,1
30561,75206-1,1
30561,75207-1,1
30949,75197-1,1
30949,75198-1,1
31211,QUATRO-1,1
31861,71023-0,60
32338,71023-1,1
32338,71023-10,1
32338,71023-11,1
32338,71023-12,1
32338,71023-13,1
32338,71023-14,1
32338,71023-15,1
32338,71023-16,1
32338,71023-17,1
32338,71023-18,1
32338,71023-19,1
32338,71023-2,1
32338,71023-20,1
32338,71023-3,1
32338,71023-4,1
32338,71023-5,1
32338,71023-6,1
32338,71023-7,1
32338,71023-8,1
32338,71023-9,1
32757,2751-2,1
32757,2751-3,1
32757,2751-4,1
32757,2751-5,1
32763,9027-1,1
32763,9071-1,1
32763,9076-1,1
32763,9079-1,1
32763,9230-1,1
32764,45000-1,1
32764,9222-1,1
32765,9090-1,1
33995,9055-1,1
33995,9920-1,2
33997,9180-1,1
33997,9181-1,1
33998,9171-1,1
33999,9190-1,1
33999,9192-1,1
34099,71024-0,60
34449,31071-1,1
34449,31072-1,1
34450,60170-1,1
34450,60171-1,1
35025,71024-1,1
35025,71024-10,1
35025,71024-11,1
35025,71024-12,1
35025,71024-13,1
35025,71024-14,1
35025,71024-15,1
35025,71024-16,1
35025,71024-17,1
35025,71024-18,1
35025,71024-2,1
35025,71024-3,1
35025,71024-4,1
35025,71024-5,1
35025,71024-6,1
35025,71024-7,1
35025,71024-8,1
35025,71024-9,1
35139,71012-0,60
35378,3857-1,1
35378,3858-1,1
35378,3859-1,1
35378,3860-1,1
35378,4648939-1,1
35734,1069-1,1
35734,1099-1,1
35734,4222-1,1
35734,4930-1,1
35734,6706-1,1
35807,1958-2,1
35807,1959-2,1
35810,2345-1,1
35810,2411-1,1
35860,60219-1,1
35860,60223-1,1
36618,41606-1,1
36618,41607-1,1
37145,2024-1,1
37145,2054-1,1
37145,2070-1,1
38028,71025-0,60
38380,21102-1,1
38380,21105-1,1
38380,21106-1,1
38380,21107-1,1
39710,71025-1,1
39710,71025-10,1
39710,71025-11,1
39710,71025-12,1
39710,71025-13,1
39710,71025-14,1
39710,71025-15,1
39710,71025-16,1
39710,71025-2,1
39710,71025-3,1
39710,71025-4,1
39710,71025-5,1
39710,71025-6,1
39710,71025-7,1
39710,71025-8,1
39710,71025-9,1
41809,11926-1,1
42398,10717-1,1
42398,853967-1,1
42402,5005375-1,1
42402,71025-0,20
42402,853967-1,1
42403,5005398-1,1
42403,5005906-1,1
42403,853910-1,1
42403,853967-1,1
42407,40301731-1,1
42407,5004279-1,1
42407,5004898-1,1
42816,60218-1,1
42816,60219-1,1
42816,60231-1,1
42831,60207-1,1
42831,60212-1,1
42831,60239-1,1
42832,41335-1,1
42832,41383-1,1
42832,41385-1,1
43617,71026-1,3
43617,71026-10,3
43617,71026-11,3
43617,71026-12,4
43617,71026-13,5
43617,71026-14,3
43617,71026-15,5
43617,71026-16,3
43617,71026-2,4
43617,71026-3,5
43617,71026-4,4
43617,71026-5,3
43617,71026-6,4
43617,71026-7,4
43617,71026-8,4
43617,71026-9,3
43618,71026-1,1
43618,71026-10,1
43618,71026-11,1
43618,71026-12,1
43618,71026-13,1
43618,71026-14,1
43618,71026-15,1
43618,71026-16,1
43618,71026-2,1
43618,71026-3,1
43618,71026-4,1
